scenario,case_id,sensor,time,pressure
leak,p28,n143,86400,53.75737380981445
leak,p28,n229,86400,52.8758430480957
leak,p28,n251,86400,53.27546691894531
leak,p28,n282,86400,44.22124481201172
leak,p28,n655,86400,49.84782028198242
leak,p28,n693,86400,40.504547119140625
leak,p28,n755,86400,49.57373809814453
leak,p28,n759,86400,51.63910675048828
leak,p28,n760,86400,52.43817138671875
leak,p285,n26,86400,41.00365447998047
leak,p285,n105,86400,50.71819305419922
leak,p285,n115,86400,51.04075622558594
leak,p285,n143,86400,53.75737380981445
leak,p285,n229,86400,52.8758430480957
leak,p285,n251,86400,53.27546691894531
leak,p285,n282,86400,44.22124481201172
leak,p285,n655,86400,49.84782028198242
leak,p285,n693,86400,40.504547119140625
leak,p285,n755,86400,49.57373809814453
leak,p285,n759,86400,51.63910675048828
leak,p285,n760,86400,52.43817138671875
leak,p31,n26,86400,41.00365447998047
leak,p31,n105,86400,50.71819305419922
leak,p31,n115,86400,51.04075622558594
leak,p31,n143,86400,53.75737380981445
leak,p31,n229,86400,52.8758430480957
leak,p31,n251,86400,53.27546691894531
leak,p31,n282,86400,44.22124481201172
leak,p31,n655,86400,49.84782028198242
leak,p31,n693,86400,40.504547119140625
leak,p31,n755,86400,49.57373809814453
leak,p31,n759,86400,51.63910675048828
leak,p31,n760,86400,52.43817138671875
leak,p33,n26,86400,41.00365447998047
leak,p33,n105,86400,50.71819305419922
leak,p33,n115,86400,51.04075622558594
leak,p33,n143,86400,53.75737380981445
leak,p33,n229,86400,52.8758430480957
leak,p33,n251,86400,53.27546691894531
leak,p33,n282,86400,44.22124481201172
leak,p33,n655,86400,49.84782028198242
leak,p33,n693,86400,40.504547119140625
leak,p33,n755,86400,49.57373809814453
leak,p33,n759,86400,51.63910675048828
leak,p33,n760,86400,52.43817138671875
leak,p430,n26,86400,41.00365447998047
leak,p430,n105,86400,50.71819305419922
leak,p430,n115,86400,51.04075622558594
leak,p430,n143,86400,53.75737380981445
leak,p430,n229,86400,52.8758430480957
leak,p430,n251,86400,53.27546691894531
leak,p430,n282,86400,44.22124481201172
leak,p430,n655,86400,49.84782028198242
leak,p430,n693,86400,40.504547119140625
leak,p430,n755,86400,49.57373809814453
leak,p430,n759,86400,51.63910675048828
leak,p430,n760,86400,52.43817138671875
leak,p433,n26,86400,41.00365447998047
leak,p433,n105,86400,50.71819305419922
leak,p433,n115,86400,51.04075622558594
leak,p433,n143,86400,53.75737380981445
leak,p433,n229,86400,52.8758430480957
leak,p433,n251,86400,53.27546691894531
leak,p433,n282,86400,44.22124481201172
leak,p433,n655,86400,49.84782028198242
leak,p433,n693,86400,40.504547119140625
leak,p433,n755,86400,49.57373809814453
leak,p433,n759,86400,51.63910675048828
leak,p433,n760,86400,52.43817138671875
leak,p460,n26,86400,41.00365447998047
leak,p460,n105,86400,50.71819305419922
leak,p460,n115,86400,51.04075622558594
leak,p460,n143,86400,53.75737380981445
leak,p460,n229,86400,52.8758430480957
leak,p460,n251,86400,53.27546691894531
leak,p460,n282,86400,44.22124481201172
leak,p460,n655,86400,49.84782028198242
leak,p460,n693,86400,40.504547119140625
leak,p460,n755,86400,49.57373809814453
leak,p460,n759,86400,51.63910675048828
leak,p460,n760,86400,52.43817138671875
leak,p518,n26,86400,41.00365447998047
leak,p518,n105,86400,50.71819305419922
leak,p518,n115,86400,51.04075622558594
leak,p518,n143,86400,53.75737380981445
leak,p518,n229,86400,52.8758430480957
leak,p518,n251,86400,53.27546691894531
leak,p518,n282,86400,44.22124481201172
leak,p518,n655,86400,49.84782028198242
leak,p518,n693,86400,40.504547119140625
leak,p518,n755,86400,49.57373809814453
leak,p518,n759,86400,51.63910675048828
leak,p518,n760,86400,52.43817138671875
leak,p559,n26,86400,41.00365447998047
leak,p559,n105,86400,50.71819305419922
leak,p559,n115,86400,51.04075622558594
leak,p559,n143,86400,53.75737380981445
leak,p559,n229,86400,52.8758430480957
leak,p559,n251,86400,53.27546691894531
leak,p559,n282,86400,44.22124481201172
leak,p559,n655,86400,49.84782028198242
leak,p559,n693,86400,40.504547119140625
leak,p559,n755,86400,49.57373809814453
leak,p559,n759,86400,51.63910675048828
leak,p559,n760,86400,52.43817138671875
leak,p575,n26,86400,41.00365447998047
leak,p575,n105,86400,50.71819305419922
leak,p575,n115,86400,51.04075622558594
leak,p575,n143,86400,53.75737380981445
leak,p575,n229,86400,52.8758430480957
leak,p575,n251,86400,53.27546691894531
leak,p575,n282,86400,44.22124481201172
leak,p575,n655,86400,49.84782028198242
leak,p575,n693,86400,40.504547119140625
leak,p575,n755,86400,49.57373809814453
leak,p575,n759,86400,51.63910675048828
leak,p575,n760,86400,52.43817138671875
leak,p604,n26,86400,41.00365447998047
leak,p604,n105,86400,50.71819305419922
leak,p604,n115,86400,51.04075622558594
leak,p604,n143,86400,53.75737380981445
leak,p604,n229,86400,52.8758430480957
leak,p604,n251,86400,53.27546691894531
leak,p604,n282,86400,44.22124481201172
leak,p604,n655,86400,49.84782028198242
leak,p604,n693,86400,40.504547119140625
leak,p604,n755,86400,49.57373809814453
leak,p604,n759,86400,51.63910675048828
leak,p604,n760,86400,52.43817138671875
leak,p605,n26,86400,41.00365447998047
leak,p605,n105,86400,50.71819305419922
leak,p605,n115,86400,51.04075622558594
leak,p605,n143,86400,53.75737380981445
leak,p605,n229,86400,52.8758430480957
leak,p605,n251,86400,53.27546691894531
leak,p605,n282,86400,44.22124481201172
leak,p605,n655,86400,49.84782028198242
leak,p605,n693,86400,40.504547119140625
leak,p605,n755,86400,49.57373809814453
leak,p605,n759,86400,51.63910675048828
leak,p605,n760,86400,52.43817138671875
leak,p617,n26,86400,41.00365447998047
leak,p617,n105,86400,50.71819305419922
leak,p617,n115,86400,51.04075622558594
leak,p617,n143,86400,53.75737380981445
leak,p617,n229,86400,52.8758430480957
leak,p617,n251,86400,53.27546691894531
leak,p617,n282,86400,44.22124481201172
leak,p617,n655,86400,49.84782028198242
leak,p617,n693,86400,40.504547119140625
leak,p617,n755,86400,49.57373809814453
leak,p617,n759,86400,51.63910675048828
leak,p617,n760,86400,52.43817138671875
leak,p666,n26,86400,41.00365447998047
leak,p666,n105,86400,50.71819305419922
leak,p666,n115,86400,51.04075622558594
leak,p666,n143,86400,53.75737380981445
leak,p666,n229,86400,52.8758430480957
leak,p666,n251,86400,53.27546691894531
leak,p666,n282,86400,44.22124481201172
leak,p666,n655,86400,49.84782028198242
leak,p666,n693,86400,40.504547119140625
leak,p666,n755,86400,49.57373809814453
leak,p666,n759,86400,51.63910675048828
leak,p666,n760,86400,52.43817138671875
leak,p719,n26,86400,41.00365447998047
leak,p719,n105,86400,50.71819305419922
leak,p719,n115,86400,51.04075622558594
leak,p719,n143,86400,53.75737380981445
leak,p719,n229,86400,52.8758430480957
leak,p719,n251,86400,53.27546691894531
leak,p719,n282,86400,44.22124481201172
leak,p719,n655,86400,49.84782028198242
leak,p719,n693,86400,40.504547119140625
leak,p719,n755,86400,49.57373809814453
leak,p719,n759,86400,51.63910675048828
leak,p719,n760,86400,52.43817138671875
leak,p734,n26,86400,41.00365447998047
leak,p734,n105,86400,50.71819305419922
leak,p734,n115,86400,51.04075622558594
leak,p734,n143,86400,53.75737380981445
leak,p734,n229,86400,52.8758430480957
leak,p734,n251,86400,53.27546691894531
leak,p734,n282,86400,44.22124481201172
leak,p734,n655,86400,49.84782028198242
leak,p734,n693,86400,40.504547119140625
leak,p734,n755,86400,49.57373809814453
leak,p734,n759,86400,51.63910675048828
leak,p734,n760,86400,52.43817138671875
leak,p829,n26,86400,41.00365447998047
leak,p829,n105,86400,50.71819305419922
leak,p829,n115,86400,51.04075622558594
leak,p829,n143,86400,53.75737380981445
leak,p829,n229,86400,52.8758430480957
leak,p829,n251,86400,53.27546691894531
leak,p829,n282,86400,44.22124481201172
leak,p829,n655,86400,49.84782028198242
leak,p829,n693,86400,40.504547119140625
leak,p829,n755,86400,49.57373809814453
leak,p829,n759,86400,51.63910675048828
leak,p829,n760,86400,52.43817138671875
leak,p891,n26,86400,41.00365447998047
leak,p891,n105,86400,50.71819305419922
leak,p891,n115,86400,51.04075622558594
leak,p891,n143,86400,53.75737380981445
leak,p891,n229,86400,52.8758430480957
leak,p891,n251,86400,53.27546691894531
leak,p891,n282,86400,44.22124481201172
leak,p891,n655,86400,49.84782028198242
leak,p891,n693,86400,40.504547119140625
leak,p891,n755,86400,49.57373809814453
leak,p891,n759,86400,51.63910675048828
leak,p891,n760,86400,52.43817138671875
leak,p90,n26,86400,41.00365447998047
leak,p90,n105,86400,50.71819305419922
leak,p90,n115,86400,51.04075622558594
leak,p90,n143,86400,53.75737380981445
leak,p90,n229,86400,52.8758430480957
leak,p90,n251,86400,53.27546691894531
leak,p90,n282,86400,44.22124481201172
leak,p90,n655,86400,49.84782028198242
leak,p90,n693,86400,40.504547119140625
leak,p90,n755,86400,49.57373809814453
leak,p90,n759,86400,51.63910675048828
leak,p90,n760,86400,52.43817138671875
leak,p96,n26,86400,41.00365447998047
leak,p96,n105,86400,50.71819305419922
leak,p96,n115,86400,51.04075622558594
leak,p96,n143,86400,53.75737380981445
leak,p96,n229,86400,52.8758430480957
leak,p96,n251,86400,53.27546691894531
leak,p96,n282,86400,44.22124481201172
leak,p96,n655,86400,49.84782028198242
leak,p96,n693,86400,40.504547119140625
leak,p96,n755,86400,49.57373809814453
leak,p96,n759,86400,51.63910675048828
leak,p96,n760,86400,52.43817138671875
leak,p204,n26,86400,41.00365447998047
leak,p204,n105,86400,50.71819305419922
leak,p204,n115,86400,51.04075622558594
leak,p204,n143,86400,53.75737380981445
leak,p204,n229,86400,52.8758430480957
leak,p204,n251,86400,53.27546691894531
leak,p204,n282,86400,44.22124481201172
leak,p204,n655,86400,49.84782028198242
leak,p204,n693,86400,40.504547119140625
leak,p204,n755,86400,49.57373809814453
leak,p204,n759,86400,51.63910675048828
leak,p204,n760,86400,52.43817138671875
leak,p224,n26,86400,41.00365447998047
leak,p224,n105,86400,50.71819305419922
leak,p224,n115,86400,51.04075622558594
leak,p224,n143,86400,53.75737380981445
leak,p224,n229,86400,52.8758430480957
leak,p224,n251,86400,53.27546691894531
leak,p224,n282,86400,44.22124481201172
leak,p224,n655,86400,49.84782028198242
leak,p224,n693,86400,40.504547119140625
leak,p224,n755,86400,49.57373809814453
leak,p224,n759,86400,51.63910675048828
leak,p224,n760,86400,52.43817138671875
leak,p226,n26,86400,41.00365447998047
leak,p226,n105,86400,50.71819305419922
leak,p226,n115,86400,51.04075622558594
leak,p226,n143,86400,53.75737380981445
leak,p226,n229,86400,52.8758430480957
leak,p226,n251,86400,53.27546691894531
leak,p226,n282,86400,44.22124481201172
leak,p226,n655,86400,49.84782028198242
leak,p226,n693,86400,40.504547119140625
leak,p226,n755,86400,49.57373809814453
leak,p226,n759,86400,51.63910675048828
leak,p226,n760,86400,52.43817138671875
leak,p239,n26,86400,41.00365447998047
leak,p239,n105,86400,50.71819305419922
leak,p239,n115,86400,51.04075622558594
leak,p239,n143,86400,53.75737380981445
leak,p239,n229,86400,52.8758430480957
leak,p239,n251,86400,53.27546691894531
leak,p239,n282,86400,44.22124481201172
leak,p239,n655,86400,49.84782028198242
leak,p239,n693,86400,40.504547119140625
leak,p239,n755,86400,49.57373809814453
leak,p239,n759,86400,51.63910675048828
leak,p239,n760,86400,52.43817138671875
leak,p28,n26,86400,41.00365447998047
leak,p28,n105,86400,50.71819305419922
leak,p28,n115,86400,51.04075622558594
leak,p28,n143,86400,53.75737380981445
leak,p28,n229,86400,52.8758430480957
leak,p28,n251,86400,53.27546691894531
leak,p28,n282,86400,44.22124481201172
leak,p28,n655,86400,49.84782028198242
leak,p28,n693,86400,40.504547119140625
leak,p28,n755,86400,49.57373809814453
leak,p28,n759,86400,51.63910675048828
leak,p28,n760,86400,52.43817138671875
leak,p285,n26,86400,41.00365447998047
leak,p285,n105,86400,50.71819305419922
leak,p285,n115,86400,51.04075622558594
leak,p285,n143,86400,53.75737380981445
leak,p285,n229,86400,52.8758430480957
leak,p285,n251,86400,53.27546691894531
leak,p285,n282,86400,44.22124481201172
leak,p285,n655,86400,49.84782028198242
leak,p285,n693,86400,40.504547119140625
leak,p285,n755,86400,49.57373809814453
leak,p285,n759,86400,51.63910675048828
leak,p285,n760,86400,52.43817138671875
leak,p31,n26,86400,41.00365447998047
leak,p31,n105,86400,50.71819305419922
leak,p31,n115,86400,51.04075622558594
leak,p31,n143,86400,53.75737380981445
leak,p31,n229,86400,52.8758430480957
leak,p31,n251,86400,53.27546691894531
leak,p31,n282,86400,44.22124481201172
leak,p31,n655,86400,49.84782028198242
leak,p31,n693,86400,40.504547119140625
leak,p31,n755,86400,49.57373809814453
leak,p31,n759,86400,51.63910675048828
leak,p31,n760,86400,52.43817138671875
leak,p33,n26,86400,41.00365447998047
leak,p33,n105,86400,50.71819305419922
leak,p33,n115,86400,51.04075622558594
leak,p33,n143,86400,53.75737380981445
leak,p33,n229,86400,52.8758430480957
leak,p33,n251,86400,53.27546691894531
leak,p33,n282,86400,44.22124481201172
leak,p33,n655,86400,49.84782028198242
leak,p33,n693,86400,40.504547119140625
leak,p33,n755,86400,49.57373809814453
leak,p33,n759,86400,51.63910675048828
leak,p33,n760,86400,52.43817138671875
leak,p430,n26,86400,41.00365447998047
leak,p430,n105,86400,50.71819305419922
leak,p430,n115,86400,51.04075622558594
leak,p430,n143,86400,53.75737380981445
leak,p430,n229,86400,52.8758430480957
leak,p430,n251,86400,53.27546691894531
leak,p430,n282,86400,44.22124481201172
leak,p430,n655,86400,49.84782028198242
leak,p430,n693,86400,40.504547119140625
leak,p430,n755,86400,49.57373809814453
leak,p430,n759,86400,51.63910675048828
leak,p430,n760,86400,52.43817138671875
leak,p433,n26,86400,41.00365447998047
leak,p433,n105,86400,50.71819305419922
leak,p433,n115,86400,51.04075622558594
leak,p433,n143,86400,53.75737380981445
leak,p433,n229,86400,52.8758430480957
leak,p433,n251,86400,53.27546691894531
leak,p433,n282,86400,44.22124481201172
leak,p433,n655,86400,49.84782028198242
leak,p433,n693,86400,40.504547119140625
leak,p433,n755,86400,49.57373809814453
leak,p433,n759,86400,51.63910675048828
leak,p433,n760,86400,52.43817138671875
leak,p460,n26,86400,41.00365447998047
leak,p460,n105,86400,50.71819305419922
leak,p460,n115,86400,51.04075622558594
leak,p460,n143,86400,53.75737380981445
leak,p460,n229,86400,52.8758430480957
leak,p460,n251,86400,53.27546691894531
leak,p460,n282,86400,44.22124481201172
leak,p460,n655,86400,49.84782028198242
leak,p460,n693,86400,40.504547119140625
leak,p460,n755,86400,49.57373809814453
leak,p460,n759,86400,51.63910675048828
leak,p460,n760,86400,52.43817138671875
leak,p518,n26,86400,41.00365447998047
leak,p518,n105,86400,50.71819305419922
leak,p518,n115,86400,51.04075622558594
leak,p518,n143,86400,53.75737380981445
leak,p518,n229,86400,52.8758430480957
leak,p518,n251,86400,53.27546691894531
leak,p518,n282,86400,44.22124481201172
leak,p518,n655,86400,49.84782028198242
leak,p518,n693,86400,40.504547119140625
leak,p518,n755,86400,49.57373809814453
leak,p518,n759,86400,51.63910675048828
leak,p518,n760,86400,52.43817138671875
leak,p559,n26,86400,41.00365447998047
leak,p559,n105,86400,50.71819305419922
leak,p559,n115,86400,51.04075622558594
leak,p559,n143,86400,53.75737380981445
leak,p559,n229,86400,52.8758430480957
leak,p559,n251,86400,53.27546691894531
leak,p559,n282,86400,44.22124481201172
leak,p559,n655,86400,49.84782028198242
leak,p559,n693,86400,40.504547119140625
leak,p559,n755,86400,49.57373809814453
leak,p559,n759,86400,51.63910675048828
leak,p559,n760,86400,52.43817138671875
leak,p575,n26,86400,41.00365447998047
leak,p575,n105,86400,50.71819305419922
leak,p575,n115,86400,51.04075622558594
leak,p575,n143,86400,53.75737380981445
leak,p575,n229,86400,52.8758430480957
leak,p575,n251,86400,53.27546691894531
leak,p575,n282,86400,44.22124481201172
leak,p575,n655,86400,49.84782028198242
leak,p575,n693,86400,40.504547119140625
leak,p575,n755,86400,49.57373809814453
leak,p575,n759,86400,51.63910675048828
leak,p575,n760,86400,52.43817138671875
leak,p604,n26,86400,41.00365447998047
leak,p604,n105,86400,50.71819305419922
leak,p604,n115,86400,51.04075622558594
leak,p604,n143,86400,53.75737380981445
leak,p604,n229,86400,52.8758430480957
leak,p604,n251,86400,53.27546691894531
leak,p604,n282,86400,44.22124481201172
leak,p604,n655,86400,49.84782028198242
leak,p604,n693,86400,40.504547119140625
leak,p604,n755,86400,49.57373809814453
leak,p604,n759,86400,51.63910675048828
leak,p604,n760,86400,52.43817138671875
leak,p605,n26,86400,41.00365447998047
leak,p605,n105,86400,50.71819305419922
leak,p605,n115,86400,51.04075622558594
leak,p605,n143,86400,53.75737380981445
leak,p605,n229,86400,52.8758430480957
leak,p605,n251,86400,53.27546691894531
leak,p605,n282,86400,44.22124481201172
leak,p605,n655,86400,49.84782028198242
leak,p605,n693,86400,40.504547119140625
leak,p605,n755,86400,49.57373809814453
leak,p605,n759,86400,51.63910675048828
leak,p605,n760,86400,52.43817138671875
leak,p617,n26,86400,41.00365447998047
leak,p617,n105,86400,50.71819305419922
leak,p617,n115,86400,51.04075622558594
leak,p617,n143,86400,53.75737380981445
leak,p617,n229,86400,52.8758430480957
leak,p617,n251,86400,53.27546691894531
leak,p617,n282,86400,44.22124481201172
leak,p617,n655,86400,49.84782028198242
leak,p617,n693,86400,40.504547119140625
leak,p617,n755,86400,49.57373809814453
leak,p617,n759,86400,51.63910675048828
leak,p617,n760,86400,52.43817138671875
leak,p666,n26,86400,41.00365447998047
leak,p666,n105,86400,50.71819305419922
leak,p666,n115,86400,51.04075622558594
leak,p666,n143,86400,53.75737380981445
leak,p666,n229,86400,52.8758430480957
leak,p666,n251,86400,53.27546691894531
leak,p666,n282,86400,44.22124481201172
leak,p666,n655,86400,49.84782028198242
leak,p666,n693,86400,40.504547119140625
leak,p666,n755,86400,49.57373809814453
leak,p666,n759,86400,51.63910675048828
leak,p666,n760,86400,52.43817138671875
leak,p719,n26,86400,41.00365447998047
leak,p719,n105,86400,50.71819305419922
leak,p719,n115,86400,51.04075622558594
leak,p719,n143,86400,53.75737380981445
leak,p719,n229,86400,52.8758430480957
leak,p719,n251,86400,53.27546691894531
leak,p719,n282,86400,44.22124481201172
leak,p719,n655,86400,49.84782028198242
leak,p719,n693,86400,40.504547119140625
leak,p719,n755,86400,49.57373809814453
leak,p719,n759,86400,51.63910675048828
leak,p719,n760,86400,52.43817138671875
leak,p734,n26,86400,41.00365447998047
leak,p734,n105,86400,50.71819305419922
leak,p734,n115,86400,51.04075622558594
leak,p734,n143,86400,53.75737380981445
leak,p734,n229,86400,52.8758430480957
leak,p734,n251,86400,53.27546691894531
leak,p734,n282,86400,44.22124481201172
leak,p734,n655,86400,49.84782028198242
leak,p734,n693,86400,40.504547119140625
leak,p734,n755,86400,49.57373809814453
leak,p734,n759,86400,51.63910675048828
leak,p734,n760,86400,52.43817138671875
leak,p829,n26,86400,41.00365447998047
leak,p829,n105,86400,50.71819305419922
leak,p829,n115,86400,51.04075622558594
leak,p829,n143,86400,53.75737380981445
leak,p829,n229,86400,52.8758430480957
leak,p829,n251,86400,53.27546691894531
leak,p829,n282,86400,44.22124481201172
leak,p829,n655,86400,49.84782028198242
leak,p829,n693,86400,40.504547119140625
leak,p829,n755,86400,49.57373809814453
leak,p829,n759,86400,51.63910675048828
leak,p829,n760,86400,52.43817138671875
leak,p891,n26,86400,41.00365447998047
leak,p891,n105,86400,50.71819305419922
leak,p891,n115,86400,51.04075622558594
leak,p891,n143,86400,53.75737380981445
leak,p891,n229,86400,52.8758430480957
leak,p891,n251,86400,53.27546691894531
leak,p891,n282,86400,44.22124481201172
leak,p891,n655,86400,49.84782028198242
leak,p891,n693,86400,40.504547119140625
leak,p891,n755,86400,49.57373809814453
leak,p891,n759,86400,51.63910675048828
leak,p891,n760,86400,52.43817138671875
leak,p90,n26,86400,41.00365447998047
leak,p90,n105,86400,50.71819305419922
leak,p90,n115,86400,51.04075622558594
leak,p90,n143,86400,53.75737380981445
leak,p90,n229,86400,52.8758430480957
leak,p90,n251,86400,53.27546691894531
leak,p90,n282,86400,44.22124481201172
leak,p90,n655,86400,49.84782028198242
leak,p90,n693,86400,40.504547119140625
leak,p90,n755,86400,49.57373809814453
leak,p90,n759,86400,51.63910675048828
leak,p90,n760,86400,52.43817138671875
leak,p96,n26,86400,41.00365447998047
leak,p96,n105,86400,50.71819305419922
leak,p96,n115,86400,51.04075622558594
leak,p96,n143,86400,53.75737380981445
leak,p96,n229,86400,52.8758430480957
leak,p96,n251,86400,53.27546691894531
leak,p96,n282,86400,44.22124481201172
leak,p96,n655,86400,49.84782028198242
leak,p96,n693,86400,40.504547119140625
leak,p96,n755,86400,49.57373809814453
leak,p96,n759,86400,51.63910675048828
leak,p96,n760,86400,52.43817138671875
leak,p204,n26,86400,41.00365447998047
leak,p204,n105,86400,50.71819305419922
leak,p204,n115,86400,51.04075622558594
leak,p204,n143,86400,53.75737380981445
leak,p204,n229,86400,52.8758430480957
leak,p204,n251,86400,53.27546691894531
leak,p204,n282,86400,44.22124481201172
leak,p204,n655,86400,49.84782028198242
leak,p204,n693,86400,40.504547119140625
leak,p204,n755,86400,49.57373809814453
leak,p204,n759,86400,51.63910675048828
leak,p204,n760,86400,52.43817138671875
demand,demand_1,n26,86400,41.00364303588867
demand,demand_1,n105,86400,50.71819305419922
demand,demand_1,n115,86400,51.04075622558594
demand,demand_1,n143,86400,53.75737380981445
demand,demand_1,n229,86400,52.8758430480957
demand,demand_1,n251,86400,53.27546691894531
demand,demand_1,n282,86400,44.22124481201172
demand,demand_1,n655,86400,49.84782028198242
demand,demand_1,n693,86400,40.504547119140625
demand,demand_1,n755,86400,49.57373809814453
demand,demand_1,n759,86400,51.63910675048828
demand,demand_1,n760,86400,52.43817138671875
demand,demand_2,n26,86400,41.00365447998047
demand,demand_2,n105,86400,50.71818542480469
demand,demand_2,n115,86400,51.04075241088867
demand,demand_2,n143,86400,53.75736999511719
demand,demand_2,n229,86400,52.8758430480957
demand,demand_2,n251,86400,53.27546691894531
demand,demand_2,n282,86400,44.22124481201172
demand,demand_2,n655,86400,49.84781265258789
demand,demand_2,n693,86400,40.504547119140625
demand,demand_2,n755,86400,49.57373809814453
demand,demand_2,n759,86400,51.63910675048828
demand,demand_2,n760,86400,52.438167572021484
demand,demand_3,n26,86400,41.00365447998047
demand,demand_3,n105,86400,50.71818542480469
demand,demand_3,n115,86400,51.04075241088867
demand,demand_3,n143,86400,53.75736999511719
demand,demand_3,n229,86400,52.8758430480957
demand,demand_3,n251,86400,53.27546691894531
demand,demand_3,n282,86400,44.22124481201172
demand,demand_3,n655,86400,49.84781265258789
demand,demand_3,n693,86400,40.504547119140625
demand,demand_3,n755,86400,49.57373809814453
demand,demand_3,n759,86400,51.63910675048828
demand,demand_3,n760,86400,52.438167572021484
demand,demand_4,n26,86400,41.00365447998047
demand,demand_4,n105,86400,50.718055725097656
demand,demand_4,n115,86400,51.040687561035156
demand,demand_4,n143,86400,53.757118225097656
demand,demand_4,n229,86400,52.87574005126953
demand,demand_4,n251,86400,53.2754020690918
demand,demand_4,n282,86400,44.22121047973633
demand,demand_4,n655,86400,49.847740173339844
demand,demand_4,n693,86400,40.50452423095703
demand,demand_4,n755,86400,49.57368850708008
demand,demand_4,n759,86400,51.63905715942383
demand,demand_4,n760,86400,52.438114166259766
demand,demand_5,n26,86400,41.00365447998047
demand,demand_5,n105,86400,50.71809387207031
demand,demand_5,n115,86400,51.040706634521484
demand,demand_5,n143,86400,53.75722122192383
demand,demand_5,n229,86400,52.87535858154297
demand,demand_5,n251,86400,53.275211334228516
demand,demand_5,n282,86400,44.22108840942383
demand,demand_5,n655,86400,49.847503662109375
demand,demand_5,n693,86400,40.50444030761719
demand,demand_5,n755,86400,49.57353591918945
demand,demand_5,n759,86400,51.63889694213867
demand,demand_5,n760,86400,52.43796157836914
demand,demand_6,n26,86400,41.00365447998047
demand,demand_6,n105,86400,50.71813201904297
demand,demand_6,n115,86400,51.04072570800781
demand,demand_6,n143,86400,53.75727844238281
demand,demand_6,n229,86400,52.875579833984375
demand,demand_6,n251,86400,53.27493667602539
demand,demand_6,n282,86400,44.22100830078125
demand,demand_6,n655,86400,49.84739685058594
demand,demand_6,n693,86400,40.50442886352539
demand,demand_6,n755,86400,49.57337188720703
demand,demand_6,n759,86400,51.63872528076172
demand,demand_6,n760,86400,52.43778610229492
demand,demand_7,n26,86400,41.00365447998047
demand,demand_7,n105,86400,50.71815872192383
demand,demand_7,n115,86400,51.040740966796875
demand,demand_7,n143,86400,53.75732421875
demand,demand_7,n229,86400,52.87570571899414
demand,demand_7,n251,86400,53.275264739990234
demand,demand_7,n282,86400,44.22079849243164
demand,demand_7,n655,86400,49.84764099121094
demand,demand_7,n693,86400,40.504432678222656
demand,demand_7,n755,86400,49.57351303100586
demand,demand_7,n759,86400,51.63888931274414
demand,demand_7,n760,86400,52.43795394897461
demand,demand_8,n26,86400,41.00365447998047
demand,demand_8,n105,86400,50.718109130859375
demand,demand_8,n115,86400,51.040714263916016
demand,demand_8,n143,86400,53.75724411010742
demand,demand_8,n229,86400,52.875484466552734
demand,demand_8,n251,86400,53.27500915527344
demand,demand_8,n282,86400,44.22101974487305
demand,demand_8,n655,86400,49.847007751464844
demand,demand_8,n693,86400,40.504417419433594
demand,demand_8,n755,86400,49.57340621948242
demand,demand_8,n759,86400,51.638763427734375
demand,demand_8,n760,86400,52.43782043457031
demand,demand_9,n26,86400,41.00365447998047
demand,demand_9,n105,86400,50.71815490722656
demand,demand_9,n115,86400,51.040733337402344
demand,demand_9,n143,86400,53.7573127746582
demand,demand_9,n229,86400,52.875675201416016
demand,demand_9,n251,86400,53.27528381347656
demand,demand_9,n282,86400,44.22104263305664
demand,demand_9,n655,86400,49.84764099121094
demand,demand_9,n693,86400,40.50422668457031
demand,demand_9,n755,86400,49.573570251464844
demand,demand_9,n759,86400,51.63893508911133
demand,demand_9,n760,86400,52.4379997253418
demand,demand_10,n26,86400,41.00365447998047
demand,demand_10,n105,86400,50.7181396484375
demand,demand_10,n115,86400,51.04072952270508
demand,demand_10,n143,86400,53.75728988647461
demand,demand_10,n229,86400,52.8756217956543
demand,demand_10,n251,86400,53.275081634521484
demand,demand_10,n282,86400,44.22096633911133
demand,demand_10,n655,86400,49.84749221801758
demand,demand_10,n693,86400,40.50442886352539
demand,demand_10,n755,86400,49.573089599609375
demand,demand_10,n759,86400,51.63862609863281
demand,demand_10,n760,86400,52.43769073486328
demand,demand_11,n26,86400,41.00365447998047
demand,demand_11,n105,86400,50.71816635131836
demand,demand_11,n115,86400,51.04074478149414
demand,demand_11,n143,86400,53.7573356628418
demand,demand_11,n229,86400,52.875736236572266
demand,demand_11,n251,86400,53.2752799987793
demand,demand_11,n282,86400,44.22111892700195
demand,demand_11,n655,86400,49.847660064697266
demand,demand_11,n693,86400,40.504493713378906
demand,demand_11,n755,86400,49.57351303100586
demand,demand_11,n759,86400,51.63885498046875
demand,demand_11,n760,86400,52.43793487548828
demand,demand_12,n26,86400,41.00365447998047
demand,demand_12,n105,86400,50.71817398071289
demand,demand_12,n115,86400,51.040748596191406
demand,demand_12,n143,86400,53.75734329223633
demand,demand_12,n229,86400,52.87575912475586
demand,demand_12,n251,86400,53.27532196044922
demand,demand_12,n282,86400,44.22114944458008
demand,demand_12,n655,86400,49.84769821166992
demand,demand_12,n693,86400,40.5045051574707
demand,demand_12,n755,86400,49.573570251464844
demand,demand_12,n759,86400,51.6389274597168
demand,demand_12,n760,86400,52.4379768371582
demand,demand_1,n26,86400,41.00364303588867
demand,demand_1,n105,86400,50.71819305419922
demand,demand_1,n115,86400,51.04075622558594
